"","municipio","low_cost","max(precio_gasoleo_a)","min(precio_gasoleo_a)","mean(precio_gasoleo_a)","max(precio_gasolina_95_e5_premium)","min(precio_gasolina_95_e5_premium)","mean(precio_gasolina_95_e5_premium)"
"2978","Pepino","low_cost",1.409,1.409,1.409,NA,NA,NA
"2979","Pepino","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"2980","Pera (La)","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"2981","Perafort","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"2982","Peral (El)","low_cost",1.2,1.2,1.2,NA,NA,NA
"2983","Peraleda de la Mata","no_low_cost",1.429,1.389,1.41566666666667,NA,NA,NA
"2984","Perales de Tajuña","low_cost",1.419,1.419,1.419,NA,NA,NA
"2985","Perales de Tajuña","no_low_cost",1.439,1.419,1.42975,NA,NA,NA
"2986","Perales del Alfambra","low_cost",NA,NA,NA,NA,NA,NA
"2987","Perales del Alfambra","no_low_cost",1.339,1.339,1.339,NA,NA,NA
"2988","Perales del Puerto","low_cost",1.339,1.339,1.339,NA,NA,NA
"2989","Peralta","low_cost",1.343,1.283,1.313,NA,NA,NA
"2990","Peraltilla","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"2991","Perdiguera","low_cost",NA,NA,NA,NA,NA,NA
"2992","Perdiguera","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"2993","Pereiro de Aguiar (O)","low_cost",1.289,1.275,1.282,NA,NA,NA
"2994","Pereiro de Aguiar (O)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"2995","Perelló (El)","low_cost",1.249,1.249,1.249,NA,NA,NA
"2996","Pereruela","low_cost",1.329,1.329,1.329,NA,NA,NA
"2997","Periana","low_cost",1.27,1.25,1.26,NA,NA,NA
"2998","Peroxa (A)","low_cost",1.379,1.379,1.379,NA,NA,NA
"2999","Petra","no_low_cost",1.445,1.439,1.442,NA,NA,NA
"3000","Petrer","low_cost",1.369,1.299,1.3165,NA,NA,NA
"3001","Petrer","no_low_cost",1.395,1.349,1.37766666666667,NA,NA,NA
"3002","Pétrola","low_cost",1.349,1.349,1.349,NA,NA,NA
"3003","Peza (La)","low_cost",1.298,1.298,1.298,NA,NA,NA
"3004","Pezuela de las Torres","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3005","Picanya","low_cost",1.369,1.298,1.3335,NA,NA,NA
"3006","Picanya","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3007","Picassent","low_cost",1.389,1.289,1.32675,NA,NA,NA
"3008","Picassent","no_low_cost",1.409,1.399,1.404,NA,NA,NA
"3009","Piedrabuena","low_cost",1.289,1.289,1.289,NA,NA,NA
"3010","Piedrabuena","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3011","Piedrahíta","no_low_cost",1.419,1.409,1.414,NA,NA,NA
"3012","Piélagos","low_cost",1.368,1.368,1.368,NA,NA,NA
"3013","Piélagos","no_low_cost",1.415,1.275,1.345,NA,NA,NA
"3014","Piera","low_cost",1.259,1.229,1.244,NA,NA,NA
"3015","Pilar de la Horadada","low_cost",1.329,1.309,1.3215,NA,NA,NA
"3016","Pilar de la Horadada","no_low_cost",1.395,1.389,1.392,NA,NA,NA
"3017","Pilas","low_cost",1.395,1.289,1.3422,NA,NA,NA
"3018","Pilas","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3019","Piloña","low_cost",1.409,1.409,1.409,NA,NA,NA
"3020","Piloña","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3021","Pina de Ebro","low_cost",NA,NA,NA,NA,NA,NA
"3022","Pina de Ebro","no_low_cost",1.455,1.369,1.42633333333333,NA,NA,NA
"3023","Píñar","low_cost",1.254,1.254,1.254,NA,NA,NA
"3024","Pineda de Mar","low_cost",1.309,1.299,1.30566666666667,NA,NA,NA
"3025","Pineda de Mar","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3026","Pino (O)","no_low_cost",1.398,1.369,1.3835,NA,NA,NA
"3027","Pinofranqueado","low_cost",1.359,1.359,1.359,NA,NA,NA
"3028","Piñor","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3029","Pinós","low_cost",1.26,1.26,1.26,NA,NA,NA
"3030","Pinos Puente","low_cost",1.299,1.299,1.299,NA,NA,NA
"3031","Pinos Puente","no_low_cost",1.379,1.349,1.364,NA,NA,NA
"3032","Pinoso","low_cost",1.309,1.309,1.309,NA,NA,NA
"3033","Pinoso","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3034","Pinseque","low_cost",1.319,1.28,1.2995,NA,NA,NA
"3035","Pinseque","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3036","Pinto","low_cost",1.429,1.318,1.3968,NA,NA,NA
"3037","Pinto","no_low_cost",1.429,1.359,1.4054,NA,NA,NA
"3038","Piornal","low_cost",1.292,1.292,1.292,NA,NA,NA
"3039","Pioz","no_low_cost",1.375,1.375,1.375,NA,NA,NA
"3040","Pizarra","low_cost",1.419,1.334,1.36266666666667,NA,NA,NA
"3041","Pla de Santa Maria (El)","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3042","Planes d'Hostoles (Les)","low_cost",1.379,1.379,1.379,NA,NA,NA
"3043","Plans de Sió (Els)","low_cost",1.189,1.189,1.189,NA,NA,NA
"3044","Plasencia","low_cost",1.399,1.365,1.387,NA,NA,NA
"3045","Plasencia","no_low_cost",1.429,1.319,1.395,NA,NA,NA
"3046","Plentzia","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3047","Pliego","low_cost",1.223,1.223,1.223,NA,NA,NA
"3048","Pobla (Sa)","low_cost",1.364,1.364,1.364,NA,NA,NA
"3049","Pobla (Sa)","no_low_cost",1.455,1.449,1.452,NA,NA,NA
"3050","Pobla de Claramunt (La)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3051","Pobla de Farnals (la)","low_cost",1.339,1.339,1.339,NA,NA,NA
"3052","Pobla de Farnals (la)","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3053","Pobla de Lillet (La)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3054","Pobla de Mafumet (La)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3055","Pobla de Massaluca (La)","low_cost",1.35,1.35,1.35,NA,NA,NA
"3056","Pobla de Segur (La)","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3057","Pobla de Vallbona (la)","low_cost",1.279,1.237,1.26014285714286,NA,NA,NA
"3058","Pobla de Vallbona (la)","no_low_cost",1.385,1.379,1.382,NA,NA,NA
"3059","Pobla del Duc (la)","no_low_cost",1.365,1.365,1.365,NA,NA,NA
"3060","Pobla Llarga (la)","low_cost",1.264,1.264,1.264,NA,NA,NA
"3061","Pobla Tornesa (la)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3062","Pobo (El)","low_cost",NA,NA,NA,NA,NA,NA
"3063","Pobra de Trives (A)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3064","Pobra do Brollón (A)","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3065","Pobra do Caramiñal (A)","low_cost",1.409,1.409,1.409,NA,NA,NA
"3066","Pobra do Caramiñal (A)","no_low_cost",1.399,1.359,1.379,NA,NA,NA
"3067","Poio","no_low_cost",1.429,1.348,1.39533333333333,NA,NA,NA
"3068","Pol","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3069","Pola de Gordón (La)","low_cost",1.429,1.429,1.429,NA,NA,NA
"3070","Polán","low_cost",1.279,1.24,1.2595,NA,NA,NA
"3071","Polanco","low_cost",1.399,1.399,1.399,NA,NA,NA
"3072","Polinyà","low_cost",1.359,1.359,1.359,NA,NA,NA
"3073","Polinyà de Xúquer","no_low_cost",1.378,1.378,1.378,NA,NA,NA
"3074","Pollença","low_cost",1.429,1.309,1.36933333333333,NA,NA,NA
"3075","Pollença","no_low_cost",1.439,1.404,1.4215,NA,NA,NA
"3076","Ponferrada","low_cost",1.409,1.249,1.31842857142857,NA,NA,NA
"3077","Ponferrada","no_low_cost",1.435,1.409,1.41972727272727,NA,NA,NA
"3078","Pont de Molins","low_cost",1.359,1.359,1.359,NA,NA,NA
"3079","Pont de Suert (El)","no_low_cost",1.379,1.379,1.379,1.579,1.579,1.579
"3080","Pont de Vilomara i Rocafort (El)","low_cost",1.309,1.309,1.309,NA,NA,NA
"3081","Pont de Vilomara i Rocafort (El)","no_low_cost",NA,NA,NA,NA,NA,NA
"3082","Ponte Caldelas","low_cost",1.349,1.329,1.339,NA,NA,NA
"3083","Ponte Caldelas","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3084","Ponteareas","low_cost",1.408,1.369,1.3885,NA,NA,NA
"3085","Ponteareas","no_low_cost",1.439,1.409,1.429,NA,NA,NA
"3086","Ponteceso","low_cost",1.389,1.389,1.389,NA,NA,NA
"3087","Ponteceso","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3088","Pontecesures","low_cost",1.329,1.329,1.329,NA,NA,NA
"3089","Pontecesures","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3090","Pontedeume","low_cost",1.269,1.265,1.26633333333333,NA,NA,NA
"3091","Pontenova (A)","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3092","Pontes de García Rodríguez (As)","low_cost",NA,NA,NA,NA,NA,NA
"3093","Pontes de García Rodríguez (As)","no_low_cost",1.419,1.415,1.417,NA,NA,NA
"3094","Pontevedra","low_cost",1.399,1.299,1.345,NA,NA,NA
"3095","Pontevedra","no_low_cost",1.425,1.399,1.40922222222222,NA,NA,NA
"3096","Ponts","low_cost",1.389,1.19,1.2895,NA,NA,NA
"3097","Porcuna","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"3098","Porreres","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3099","Porriño (O)","low_cost",1.379,1.265,1.3045,NA,NA,NA
"3100","Porriño (O)","no_low_cost",1.429,1.389,1.4115,NA,NA,NA
"3101","Port de la Selva (El)","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3102","Portas","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3103","Portbou","no_low_cost",1.395,1.379,1.387,NA,NA,NA
"3104","Portellada (La)","low_cost",1.2,1.2,1.2,NA,NA,NA
"3105","Portillo","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3106","Portillo de Toledo","low_cost",1.299,1.299,1.299,NA,NA,NA
"3107","Porto do Son","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3108","Portomarín","low_cost",1.371,1.371,1.371,NA,NA,NA
"3109","Portugalete","low_cost",1.357,1.357,1.357,NA,NA,NA
"3110","Portugalete","no_low_cost",1.435,1.435,1.435,1.614,1.614,1.614
"3111","Porzuna","low_cost",1.339,1.339,1.339,NA,NA,NA
"3112","Porzuna","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3113","Posadas","low_cost",1.339,1.279,1.319,NA,NA,NA
"3114","Poveda de la Sierra","low_cost",1.409,1.409,1.409,NA,NA,NA
"3115","Pozo Alcón","no_low_cost",1.359,1.349,1.354,NA,NA,NA
"3116","Pozo Cañada","low_cost",1.379,1.379,1.379,NA,NA,NA
"3117","Pozo de Guadalajara","no_low_cost",1.385,1.385,1.385,NA,NA,NA
"3118","Pozo-Lorente","low_cost",1.279,1.279,1.279,NA,NA,NA
"3119","Pozoamargo","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3120","Pozoblanco","low_cost",1.349,1.16,1.277,NA,NA,NA
"3121","Pozoblanco","no_low_cost",1.425,1.399,1.412,NA,NA,NA
"3122","Pozohondo","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"3123","Pozorrubielos de la Mancha","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3124","Pozuelo","low_cost",1.369,1.369,1.369,NA,NA,NA
"3125","Pozuelo de Alarcón","low_cost",1.429,1.419,1.42566666666667,NA,NA,NA
"3126","Pozuelo de Alarcón","no_low_cost",1.449,1.389,1.42866666666667,NA,NA,NA
"3127","Pozuelo de Aragón","low_cost",NA,NA,NA,NA,NA,NA
"3128","Pozuelo de Calatrava","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"3129","Pozuelo de Zarzón","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3130","Pradales","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3131","Pradejón","low_cost",1.268,1.268,1.268,NA,NA,NA
"3132","Pradejón","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3133","Prádena","no_low_cost",1.388,1.388,1.388,NA,NA,NA
"3134","Prades","low_cost",1.399,1.399,1.399,NA,NA,NA
"3135","Prado del Rey","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3136","Prat de Llobregat (El)","low_cost",1.449,1.299,1.369875,NA,NA,NA
"3137","Prat de Llobregat (El)","no_low_cost",1.439,1.425,1.431,NA,NA,NA
"3138","Prats de Lluçanès","low_cost",1.359,1.359,1.359,NA,NA,NA
"3139","Prats i Sansor","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3140","Pravia","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3141","Premià de Mar","low_cost",1.369,1.369,1.369,NA,NA,NA
"3142","Preses (Les)","low_cost",1.379,1.379,1.379,NA,NA,NA
"3143","Priego","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3144","Priego de Córdoba","low_cost",1.365,1.249,1.30816666666667,NA,NA,NA
"3145","Priego de Córdoba","no_low_cost",1.389,1.299,1.3565,NA,NA,NA
"3146","Proaza","low_cost",1.3,1.3,1.3,NA,NA,NA
"3147","Provencio (El)","low_cost",1.409,1.222,1.3155,NA,NA,NA
"3148","Provencio (El)","no_low_cost",1.499,1.419,1.459,NA,NA,NA
"3149","Pruna","low_cost",1.285,1.285,1.285,NA,NA,NA
"3150","Pruna","no_low_cost",1.353,1.353,1.353,NA,NA,NA
"3151","Puçol","low_cost",1.385,1.335,1.3588,NA,NA,NA
"3152","Puçol","no_low_cost",1.385,1.385,1.385,1.579,1.579,1.579
"3153","Puebla de Alcocer","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3154","Puebla de Alfindén (La)","no_low_cost",1.409,1.379,1.399,NA,NA,NA
"3155","Puebla de Almenara","low_cost",1.26,1.26,1.26,NA,NA,NA
"3156","Puebla de Almoradiel (La)","low_cost",1.408,1.21,1.309,NA,NA,NA
"3157","Puebla de Arganzón (La)","low_cost",NA,NA,NA,NA,NA,NA
"3158","Puebla de Cazalla (La)","low_cost",1.294,1.294,1.294,NA,NA,NA
"3159","Puebla de Cazalla (La)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3160","Puebla de Don Fadrique","no_low_cost",1.369,1.359,1.364,NA,NA,NA
"3161","Puebla de Don Rodrigo","low_cost",1.289,1.289,1.289,NA,NA,NA
"3162","Puebla de Don Rodrigo","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3163","Puebla de Guzmán","low_cost",1.339,1.339,1.339,NA,NA,NA
"3164","Puebla de Híjar (La)","low_cost",1.11,1.11,1.11,NA,NA,NA
"3165","Puebla de Híjar (La)","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3166","Puebla de la Calzada","low_cost",1.257,1.257,1.257,NA,NA,NA
"3167","Puebla de la Calzada","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3168","Puebla de Lillo","low_cost",1.435,1.435,1.435,NA,NA,NA
"3169","Puebla de los Infantes (La)","low_cost",1.389,1.389,1.389,NA,NA,NA
"3170","Puebla de los Infantes (La)","no_low_cost",1.299,1.299,1.299,NA,NA,NA
"3171","Puebla de Montalbán (La)","low_cost",1.337,1.266,1.3015,NA,NA,NA
"3172","Puebla de Montalbán (La)","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3173","Puebla de Obando","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3174","Puebla de Sancho Pérez","low_cost",1.369,1.369,1.369,NA,NA,NA
"3175","Puebla de Sancho Pérez","no_low_cost",1.429,1.429,1.429,1.569,1.569,1.569
"3176","Puebla de Valverde (La)","low_cost",NA,NA,NA,NA,NA,NA
"3177","Puebla de Valverde (La)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3178","Puebla del Río (La)","low_cost",1.379,1.245,1.303,NA,NA,NA
"3179","Pueblanueva (La)","low_cost",NA,NA,NA,NA,NA,NA
"3180","Pueblanueva (La)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3181","Pueblonuevo del Guadiana","low_cost",NA,NA,NA,NA,NA,NA
"3182","Pueblonuevo del Guadiana","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3183","Puente de Domingo Flórez","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3184","Puente de Génave","low_cost",1.25,1.25,1.25,NA,NA,NA
"3185","Puente de Génave","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3186","Puente Genil","low_cost",1.349,1.137,1.2157,NA,NA,NA
"3187","Puente Genil","no_low_cost",1.389,1.27,1.34425,NA,NA,NA
"3188","Puente la Reina de Jaca","no_low_cost",1.365,1.365,1.365,NA,NA,NA
"3189","Puente la Reina/Gares","low_cost",1.333,1.333,1.333,NA,NA,NA
"3190","Puente Viesgo","low_cost",1.355,1.355,1.355,NA,NA,NA
"3191","Puerta de Segura (La)","low_cost",1.315,1.315,1.315,NA,NA,NA
"3192","Puerta de Segura (La)","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3193","Puerto de Béjar","no_low_cost",1.398,1.398,1.398,NA,NA,NA
"3194","Puerto de la Cruz","low_cost",1.109,1.059,1.0886,NA,NA,NA
"3195","Puerto de la Cruz","no_low_cost",1.109,1.108,1.1085,NA,NA,NA
"3196","Puerto de Santa María (El)","low_cost",1.359,1.185,1.28435294117647,NA,NA,NA
"3197","Puerto de Santa María (El)","no_low_cost",1.389,1.199,1.33042857142857,NA,NA,NA
"3198","Puerto del Rosario","low_cost",1.149,1.126,1.14122222222222,NA,NA,NA
"3199","Puerto del Rosario","no_low_cost",1.169,1.139,1.15525,NA,NA,NA
"3200","Puerto Lápice","no_low_cost",1.409,1.379,1.399,NA,NA,NA
"3201","Puerto Lumbreras","low_cost",1.289,1.227,1.2485,NA,NA,NA
"3202","Puerto Lumbreras","no_low_cost",1.389,1.379,1.3815,NA,NA,NA
"3203","Puerto Real","low_cost",1.359,1.298,1.31833333333333,NA,NA,NA
"3204","Puerto Real","no_low_cost",1.379,1.359,1.3665,NA,NA,NA
"3205","Puerto Serrano","low_cost",1.298,1.298,1.298,NA,NA,NA
"3206","Puertollano","low_cost",1.369,1.299,1.324,NA,NA,NA
"3207","Puertollano","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3208","Puig","low_cost",1.369,1.259,1.31866666666667,NA,NA,NA
"3209","Puig","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3210","Puig-reig","low_cost",1.281,1.281,1.281,NA,NA,NA
"3211","Puigcerdà","low_cost",1.329,1.299,1.314,NA,NA,NA
"3212","Puigcerdà","no_low_cost",1.449,1.395,1.422,NA,NA,NA
"3213","Pulgar","low_cost",1.203,1.203,1.203,NA,NA,NA
"3214","Pulgar","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3215","Pulianas","low_cost",1.389,1.247,1.33166666666667,NA,NA,NA
"3216","Pulianas","no_low_cost",1.354,1.354,1.354,NA,NA,NA
"3217","Pulpí","low_cost",1.359,1.319,1.34233333333333,NA,NA,NA
"3218","Punta Umbría","low_cost",1.32,1.32,1.32,NA,NA,NA
"3219","Punta Umbría","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3220","Puntagorda","no_low_cost",1.155,1.155,1.155,NA,NA,NA
"3221","Puntallana","low_cost",1.199,1.199,1.199,NA,NA,NA
"3222","Purchena","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3223","Purullena","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3224","Quart","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3225","Quart de Poblet","low_cost",1.385,1.266,1.36116666666667,NA,NA,NA
"3226","Quart de Poblet","no_low_cost",1.399,1.334,1.37,NA,NA,NA
"3227","Quatretonda","no_low_cost",1.349,1.349,1.349,NA,NA,NA
"3228","Quel","low_cost",1.378,1.378,1.378,NA,NA,NA
"3229","Quer","low_cost",1.299,1.299,1.299,NA,NA,NA
"3230","Quero","low_cost",1.21,1.21,1.21,NA,NA,NA
"3231","Quero","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3232","Quesada","low_cost",1.359,1.25,1.31733333333333,NA,NA,NA
"3233","Quintana de la Serena","low_cost",1.299,1.299,1.299,NA,NA,NA
"3234","Quintana de la Serena","no_low_cost",1.409,1.399,1.404,NA,NA,NA
"3235","Quintana del Puente","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3236","Quintanapalla","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3237","Quintanar de la Orden","low_cost",NA,NA,NA,NA,NA,NA
"3238","Quintanar de la Orden","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3239","Quintanar de la Sierra","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3240","Quintanar del Rey","low_cost",1.329,1.202,1.29225,NA,NA,NA
"3241","Quintanilla de Onésimo","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3242","Quintanilla de Urz","no_low_cost",1.419,1.399,1.409,NA,NA,NA
"3243","Quintanilla Vivar","low_cost",1.395,1.395,1.395,1.579,1.579,1.579
"3244","Quinto","low_cost",1.232,1.232,1.232,NA,NA,NA
"3245","Quinto","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"3246","Quiroga","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3247","Quiruelas de Vidriales","low_cost",NA,NA,NA,NA,NA,NA
"3248","Rábade","low_cost",1.22,1.22,1.22,NA,NA,NA
"3249","Rábade","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3250","Rábano de Aliste","low_cost",1.4,1.4,1.4,NA,NA,NA
"3251","Rábanos (Los)","low_cost",1.329,1.329,1.329,NA,NA,NA
"3252","Rafelbuñol/Rafelbunyol","low_cost",1.359,1.359,1.359,NA,NA,NA
"3253","Rafelbuñol/Rafelbunyol","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3254","Ramales de la Victoria","low_cost",1.329,1.329,1.329,NA,NA,NA
"3255","Rambla (La)","low_cost",1.299,1.299,1.299,NA,NA,NA
"3256","Rambla (La)","no_low_cost",1.389,1.225,1.331,NA,NA,NA
"3257","Ramirás","low_cost",1.359,1.359,1.359,NA,NA,NA
"3258","Ramirás","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3259","Rascafría","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3260","Rasquera","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3261","Real de Gandía","low_cost",1.389,1.277,1.32166666666667,NA,NA,NA
"3262","Real de Gandía","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"3263","Real de la Jara (El)","low_cost",1.299,1.299,1.299,NA,NA,NA
"3264","Real de San Vicente (El)","low_cost",1.339,1.339,1.339,NA,NA,NA
"3265","Realejos (Los)","low_cost",1.108,0.959,1.0732,NA,NA,NA
"3266","Realejos (Los)","no_low_cost",1.1,1.059,1.08266666666667,NA,NA,NA
"3267","Recas","low_cost",1.229,1.229,1.229,NA,NA,NA
"3268","Redal (El)","low_cost",NA,NA,NA,NA,NA,NA
"3269","Redondela","no_low_cost",1.449,1.429,1.44233333333333,NA,NA,NA
"3270","Redován","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3271","Regencós","low_cost",1.299,1.299,1.299,NA,NA,NA
"3272","Reinosa","low_cost",1.399,1.349,1.374,NA,NA,NA
"3273","Reinosa","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"3274","Remolinos","low_cost",NA,NA,NA,NA,NA,NA
"3275","Remolinos","no_low_cost",1.375,1.375,1.375,NA,NA,NA
"3276","Renedo de Esgueva","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3277","Reocín","low_cost",1.419,1.419,1.419,NA,NA,NA
"3278","Reocín","no_low_cost",1.419,1.409,1.414,NA,NA,NA
"3279","Requena","low_cost",1.385,1.249,1.301,NA,NA,NA
"3280","Requena","no_low_cost",1.415,1.359,1.386,NA,NA,NA
"3281","Reus","low_cost",1.339,1.189,1.25011111111111,NA,NA,NA
"3282","Reus","no_low_cost",1.419,1.349,1.40483333333333,NA,NA,NA
"3283","Revilla y Ahedo (La)","low_cost",1.335,1.335,1.335,NA,NA,NA
"3284","Rialp","low_cost",1.32,1.32,1.32,NA,NA,NA
"3285","Riaño","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3286","Rianxo","low_cost",1.439,1.439,1.439,NA,NA,NA
"3287","Rianxo","no_low_cost",1.449,1.439,1.444,NA,NA,NA
"3288","Riaza","low_cost",1.359,1.359,1.359,NA,NA,NA
"3289","Riba-roja de Túria","low_cost",NA,NA,NA,NA,NA,NA
"3290","Riba-roja de Túria","no_low_cost",1.419,1.379,1.395,NA,NA,NA
"3291","Ribadavia","low_cost",1.429,1.429,1.429,NA,NA,NA
"3292","Ribadavia","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"3293","Ribadedeva","low_cost",1.369,1.369,1.369,NA,NA,NA
"3294","Ribadedeva","no_low_cost",1.375,1.375,1.375,NA,NA,NA
"3295","Ribadeo","low_cost",1.409,1.319,1.3665,NA,NA,NA
"3296","Ribadeo","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"3297","Ribadesella","low_cost",1.379,1.359,1.369,NA,NA,NA
"3298","Ribadesella","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"3299","Ribadumia","low_cost",NA,NA,NA,NA,NA,NA
"3300","Ribaforada","low_cost",NA,NA,NA,NA,NA,NA
"3301","Ribamontán al Mar","low_cost",1.349,1.289,1.319,NA,NA,NA
"3302","Ribamontán al Monte","no_low_cost",1.415,1.415,1.415,NA,NA,NA
"3303","Ribeira","low_cost",1.358,1.319,1.3385,NA,NA,NA
"3304","Ribeira","no_low_cost",1.389,1.359,1.374,NA,NA,NA
"3305","Ribera Alta","low_cost",1.429,1.429,1.429,NA,NA,NA
"3306","Ribera Baja/Erribera Beitia","low_cost",1.449,1.33,1.41175,NA,NA,NA
"3307","Ribera Baja/Erribera Beitia","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"3308","Ribera de Arriba","low_cost",1.384,1.384,1.384,1.57,1.57,1.57
"3309","Ribera del Fresno","low_cost",1.25,1.25,1.25,NA,NA,NA
"3310","Ribera del Fresno","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3311","Ribesalbes","low_cost",1.215,1.215,1.215,NA,NA,NA
"3312","Ricla","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"3313","Riego de la Vega","low_cost",1.394,1.394,1.394,NA,NA,NA
"3314","Riello","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"3315","Rincón de la Victoria","low_cost",1.42,1.409,1.416,NA,NA,NA
"3316","Rincón de la Victoria","no_low_cost",1.409,1.399,1.40566666666667,NA,NA,NA
"3317","Rincón de Soto","low_cost",1.359,1.278,1.3185,NA,NA,NA
"3318","Rinconada (La)","low_cost",1.349,1.275,1.29271428571429,NA,NA,NA
"3319","Rinconada (La)","no_low_cost",1.399,1.309,1.369,NA,NA,NA
"3320","Riogordo","low_cost",1.255,1.254,1.2545,NA,NA,NA
"3321","Rioja","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"3322","Riolobos","low_cost",1.27,1.27,1.27,NA,NA,NA
"3323","Rionansa","low_cost",1.429,1.429,1.429,NA,NA,NA
"3324","Riópar","no_low_cost",1.419,1.419,1.419,1.569,1.569,1.569
